,lbp,activation function,color space,hidden nodes,accuracy,balanced accuracy,training time,testing time
60,False,Swish,cielab,1000,0.710159362549801,0.711775498959303,0.4872225,0.0514886
61,False,Swish,cielab,2000,0.961155378486056,0.961725846612736,1.2430821,0.0960122
62,False,Swish,cielab,3000,0.983067729083665,0.982948464547261,2.3098593,0.1080402
63,False,Swish,cielab,4000,0.989043824701195,0.9894200387201,4.2045201,0.1819973
64,False,Swish,cielab,5000,0.973107569721116,0.974352598171291,5.7043297,0.1919605
65,False,Swish,cielab,6000,0.977091633466136,0.977924951185911,8.0364427,0.2320143
66,False,Swish,cielab,7000,0.964143426294821,0.965480337234906,11.0629949,0.2552841
67,False,Swish,cielab,8000,0.924302788844622,0.924233801167664,16.7035965,0.30396
68,False,Swish,cielab,9000,0.97808764940239,0.978894025044644,21.9014423,0.3200091
69,False,Swish,cielab,10000,0.973107569721116,0.974221127848383,24.7934546,0.4419469
70,False,Swish,hsv,1000,0.99203187250996,0.991562171411404,0.4516257,0.0359977
71,False,Swish,hsv,2000,0.993027888446215,0.993151968755919,1.1716298,0.0760083
72,False,Swish,hsv,3000,0.98804780876494,0.98808026779284,2.2879286,0.1058144
73,False,Swish,hsv,4000,0.983067729083665,0.983105662367015,3.9659063,0.1391143
74,False,Swish,hsv,5000,0.983067729083665,0.983105662367015,5.5955824,0.1919585
75,False,Swish,hsv,6000,0.983067729083665,0.983105662367015,8.027,0.2239975
76,False,Swish,hsv,7000,0.98406374501992,0.984040241806267,10.8954212,0.2375835
77,False,Swish,hsv,8000,0.98406374501992,0.984040241806267,21.1929884,0.3039695
78,False,Swish,hsv,9000,0.98406374501992,0.984040241806267,19.1608601,0.3739977
79,False,Swish,hsv,10000,0.98406374501992,0.984040241806267,25.7022195,0.5167511
80,False,Swish,rgb,1000,0.938247011952191,0.941254143314712,0.4706711,0.0378475
81,False,Swish,rgb,2000,0.937250996015936,0.940000548619242,1.2765317,0.1000015
82,False,Swish,rgb,3000,0.932270916334661,0.935303811664441,2.3936063,0.1040088
83,False,Swish,rgb,4000,0.932270916334661,0.935622826920658,3.8785454,0.144581
84,False,Swish,rgb,5000,0.932270916334661,0.935644400887062,6.1390475,0.2020395
85,False,Swish,rgb,6000,0.931274900398406,0.934722741900887,7.8887001,0.2040003
86,False,Swish,rgb,7000,0.930278884462151,0.933801082914711,11.2280128,0.2704895
87,False,Swish,rgb,8000,0.929282868525896,0.932543221279491,14.2274214,0.2999968
88,False,Swish,rgb,9000,0.928286852589641,0.931608641840239,17.9971093,0.3379993
89,False,Swish,rgb,10000,0.928286852589641,0.931608641840239,26.6799445,0.3920027
90,True,Leaky ReLU,cielab,1000,1.0,1.0,0.4199411,0.0199971
91,True,Leaky ReLU,cielab,2000,1.0,1.0,1.1051033,0.0400021
92,True,Leaky ReLU,cielab,3000,0.975099601593626,0.974187353762697,2.1260272,0.0600392
93,True,Leaky ReLU,cielab,4000,0.989043824701195,0.988469764950985,3.5894867,0.0699967
94,True,Leaky ReLU,cielab,5000,0.954183266932271,0.953194655965118,5.6396378,0.0875824
95,True,Leaky ReLU,cielab,6000,0.554780876494024,0.551690370812844,7.7787837,0.1239614
96,True,Leaky ReLU,cielab,7000,0.884462151394422,0.886491331073131,10.6511576,0.1479964
97,True,Leaky ReLU,cielab,8000,0.962151394422311,0.961746509063788,14.0704827,0.1379991
98,True,Leaky ReLU,cielab,9000,0.98804780876494,0.987552253270736,17.7853419,0.1559974
99,True,Leaky ReLU,cielab,10000,0.995019920318725,0.994370176668912,22.1873638,0.1714317
100,True,Leaky ReLU,hsv,1000,1.0,1.0,0.3797251,0.019999
101,True,Leaky ReLU,hsv,2000,1.0,1.0,1.0533409,0.0399935
102,True,Leaky ReLU,hsv,3000,1.0,1.0,2.1159576,0.0520032
103,True,Leaky ReLU,hsv,4000,0.99800796812749,0.997732037354679,3.8960528,0.1066878
104,True,Leaky ReLU,hsv,5000,0.999003984063745,0.99874213836478,5.6728393,0.096967
105,True,Leaky ReLU,hsv,6000,0.549800796812749,0.543429698645966,7.5670408,0.1189628
106,True,Leaky ReLU,hsv,7000,1.0,1.0,10.48317,0.152995
107,True,Leaky ReLU,hsv,8000,1.0,1.0,13.9426907,0.1400098
108,True,Leaky ReLU,hsv,9000,1.0,1.0,17.3589844,0.1560425
109,True,Leaky ReLU,hsv,10000,0.558764940239044,0.554711616899119,21.0818128,0.1725354
110,True,Leaky ReLU,rgb,1000,0.989043824701195,0.989163624581654,0.3679696,0.0160017
111,True,Leaky ReLU,rgb,2000,0.99402390438247,0.994452978323946,1.0405629,0.0453439
112,True,Leaky ReLU,rgb,3000,0.99203187250996,0.992609540717771,2.1114905,0.0519949
113,True,Leaky ReLU,rgb,4000,0.99601593625498,0.996296176662472,3.5202114,0.0759931
114,True,Leaky ReLU,rgb,5000,0.997011952191235,0.997222102588398,5.4916232,0.096955
115,True,Leaky ReLU,rgb,6000,0.99800796812749,0.99815668202765,7.9916784,0.1190248
116,True,Leaky ReLU,rgb,7000,0.999003984063745,0.999078341013825,10.1562048,0.1279977
117,True,Leaky ReLU,rgb,8000,1.0,1.0,13.9511816,0.1399604
118,True,Leaky ReLU,rgb,9000,1.0,1.0,17.9762939,0.1562558
119,True,Leaky ReLU,rgb,10000,1.0,1.0,24.3319592,0.2162007
120,True,Logistic,cielab,1000,0.787848605577689,0.792272351790785,0.4803157,0.039993
121,True,Logistic,cielab,2000,0.75996015936255,0.767792901887276,1.2857364,0.0799709
122,True,Logistic,cielab,3000,0.756972111553785,0.761830117922233,2.436474,0.1080103
123,True,Logistic,cielab,4000,0.828685258964144,0.832221759309774,4.1280897,0.1440013
124,True,Logistic,cielab,5000,0.710159362549801,0.717868987358211,6.0292758,0.1879964
125,True,Logistic,cielab,6000,0.609561752988048,0.616544766639334,8.9783836,0.275252
126,True,Logistic,cielab,7000,0.463147410358566,0.471493230125007,12.3151575,0.2686795
127,True,Logistic,cielab,8000,0.689243027888446,0.697737263211862,14.4531779,0.3049045
128,True,Logistic,cielab,9000,0.388446215139442,0.39190885395614,21.1563081,0.3260318
129,True,Logistic,cielab,10000,0.805776892430279,0.811221077715722,23.8225447,0.4131057
